,MEN,RG65,RW,SimLex999,WS353,WS353R,SemEval2012_2,nsubs
0,0.6039512478110898,0.5129219462906507,0.04718152208058754,0.24116707221070752,0.49366358658548504,0.48122438667967465,0.13465037848037892,30
0,0.6018468355144495,0.5054037244011801,0.0472665735431049,0.2375710322323623,0.49585265838680515,0.4894042108331016,0.1337033339501015,30
0,0.5981412449356002,0.5174459926020473,0.04707780363725943,0.24310462589076903,0.49747468311197324,0.4870379259856375,0.13573837187392174,30
0,0.6018143926388084,0.5107801272639992,0.04652136188321992,0.23815253545127676,0.49577981664067444,0.4852940516668995,0.13891268776965698,30
0,0.600445035207909,0.516615491346815,0.047133120710852704,0.23966618306423457,0.4912437128469868,0.48323297294617207,0.13598358647081873,40
0,0.6026101346875882,0.5157849900915829,0.047576401782464306,0.24061446812201015,0.4961635316816212,0.4841755874457007,0.13622935944827166,40
0,0.5993918365454419,0.5247456615296145,0.046361963395246356,0.23923966512238823,0.49392330696869247,0.4847061361795244,0.13547367356175935,40
0,0.5990589697516264,0.5233250672772436,0.04749585643797968,0.24174608391777067,0.4915458560448884,0.4804598715784261,0.1369963251488891,40
0,0.6017035707098151,0.5227568295762953,0.04708836402686964,0.23847820132644712,0.4936533560031633,0.4829502635855339,0.1373646305986869,40
0,0.6017597592363466,0.50131678401359,0.04751226001973426,0.23782727279179247,0.49520199335114357,0.4838197635952422,0.13798002232460976,40
0,0.6034910435639618,0.5054037244011801,0.046068809717994826,0.23808892366318954,0.49068485023669217,0.4821876232147935,0.14136596523149503,40
0,0.6013669921576066,0.5139491452115958,0.04479080575785067,0.23815210214486787,0.49526242199072384,0.48500609306083825,0.13346751131007975,40
0,0.6024434565520296,0.5109112590411411,0.04559870943557559,0.2396655030138983,0.49639788022067083,0.4848021223815448,0.13751542678480774,40
0,0.6004295110862988,0.5141895534696893,0.04742658387619195,0.23932273959000938,0.49548708557850896,0.48252095029915343,0.13349630690113912,40
0,0.6004190126651022,0.5183857703382311,0.046255288413642605,0.2402833558260055,0.4944316987061999,0.4813882381260923,0.13618925505971244,50
0,0.6024490146312521,0.5017101793450158,0.04679161058955649,0.2381098968970102,0.49495277636578644,0.4841182206921494,0.1366278297693979,50
0,0.602666634861339,0.5216859200629695,0.04595299414121087,0.239942969569221,0.49417497929380694,0.48214487935920636,0.1389073753454741,50
0,0.6026771679594016,0.5187135997810859,0.049771270620391474,0.23952379376374797,0.49637550934732727,0.48503908831778275,0.1349264605153743,50
0,0.6035460661920162,0.5115232073344701,0.047378274497156,0.2400471436516987,0.4916424327420055,0.4804857428594394,0.13584037910867436,50
0,0.602458717485118,0.5135994604725507,0.048877300016930546,0.24043903318969892,0.4944982656951733,0.484216081624678,0.13488006729125304,50
0,0.5993917522984404,0.5254450310077049,0.04655067910502118,0.23888404694170126,0.4955314181019031,0.48645975909690514,0.13827030647043934,50
0,0.6024560378080652,0.5230190931305791,0.047786296746167356,0.23990698708284697,0.49510091519780497,0.4836097937783225,0.13810536816649105,50
0,0.6000026828781687,0.5234124884620049,0.047512942462360847,0.23913502162463415,0.49491267248308524,0.4830987422417842,0.13490304721729635,50
0,0.6013677110357143,0.5244178320867597,0.045672178627308366,0.2408986810173939,0.49454478074279606,0.4820413942351531,0.1368575626142501,50
0,0.6007588481752681,0.5150419100211119,0.047187080743360955,0.24009764190277152,0.49378689920440294,0.483406947937334,0.13799447549166685,60
0,0.6025266185677332,0.5121133003316087,0.04641131177000533,0.2407150674266143,0.49168076332377075,0.48128400310983577,0.14190905310128576,60
0,0.6006412984896858,0.5217951965439211,0.04532745881503804,0.2409848969564798,0.4961245190610344,0.4851785682675936,0.13704696989042575,60
0,0.603263913647936,0.5186261785963245,0.04536875479466712,0.24019868655007373,0.4984686864903518,0.4869918076151355,0.1359227823433528,60
0,0.6019236092067336,0.5166810572353859,0.04613517138030327,0.23882732592914482,0.49297445456029376,0.48383251176269804,0.1360395954502563,60
0,0.6006593455755889,0.5117854708887539,0.04618892746444036,0.2397932862775176,0.49334316474716866,0.48053748542146607,0.13782793871846122,60
0,0.6018258802398377,0.5181453620801375,0.04758257585588218,0.23895871406136046,0.4936465356149488,0.48070283665229024,0.13292866557962166,60
0,0.6022345239883262,0.523346922573434,0.04511344780238975,0.23864132313497158,0.4932951492141387,0.4846071504086909,0.13776811525029484,60
0,0.6031360753806544,0.5193255480744149,0.04674359215784723,0.23967224935395948,0.4944357909391287,0.48243058828865776,0.1381598811385421,70
0,0.6014522970258019,0.5076329646125929,0.04794450363369263,0.2399351158905593,0.49179520943800986,0.48192141148262746,0.13760054532692667,70
0,0.6021545995915588,0.5236528967200984,0.046448205031999625,0.23957092185386256,0.4947747642333884,0.48524568361978765,0.13652874679527455,70
0,0.6018482079181097,0.5169870313820505,0.04624921274887936,0.23997124281240298,0.49333088804838254,0.4833679535427633,0.13695771869261933,70
0,0.6021535017130881,0.5152604629830151,0.04539203200701477,0.23955867492966598,0.4931551948479776,0.48373952512949075,0.1362121614435195,70
0,0.6018879725028145,0.5168558996049086,0.046781545808750324,0.24008759160134244,0.49370464532253616,0.4835490525098566,0.1343911974238919,70
0,0.6014828869119853,0.5127908145135087,0.04817195099322697,0.24024751175695658,0.4937896273596887,0.484093474249441,0.13778042540053007,70
0,0.6020621021633968,0.5188010209658471,0.047392607931632684,0.2402957592219608,0.4924356438913497,0.4824152154984904,0.1382087681692251,80
0,0.6028471195022003,0.5206805764382149,0.04574103758750424,0.23982721055844924,0.4948949394737276,0.48446354605176195,0.13723741776997608,80
0,0.6017011473303685,0.5205057340686922,0.04753393630867892,0.23989279027981028,0.4943861385129272,0.4835610507851091,0.1376679199783842,80
0,0.6019780803392453,0.5226475530953436,0.04728538956310996,0.2400345657295509,0.49509109383877603,0.48500159370761853,0.13628413925956237,80
0,0.6024746277202945,0.5219700389134437,0.045994894121785306,0.2391454269965928,0.4950650399557968,0.4843761836100792,0.1360807463934186,80
0,0.6017376725178364,0.5172055843439537,0.04723014593945454,0.23829411832039116,0.4943787724936556,0.48520856395572504,0.13742397524611413,80
0,0.6018850956566578,0.5269311911486466,0.04648905460715197,0.23969588260767927,0.49404211813138876,0.48307737031399056,0.13853917534051732,90
0,0.6018534227852733,0.5244396873829501,0.04728155447800471,0.23980542487511192,0.494224495312244,0.48414484186536605,0.1376313678813692,90
0,0.6022241724992352,0.516615491346815,0.04666873597456932,0.2391806331423175,0.49386328755240505,0.4836615363403492,0.13676318030221832,90
0,0.6023201720685806,0.5209428399924987,0.04646505359201855,0.24016251148307352,0.49403256958788844,0.48338632590174374,0.1371622885295548,90
0,0.6026292109650925,0.5191069951125117,0.04585727033141102,0.24001682423936346,0.4931355521299198,0.48274404322963066,0.13705916953970892,90
0,0.602176563162737,0.5198937857753632,0.04655920357645074,0.23972644876394178,0.4943992336582991,0.4842040833494255,0.13766123641284722,100
